PARTICIPANT_ID	TEST_SECTION_ID	SENTENCE	USER_INPUT	KEYSTROKE_ID	PRESS_TIME	RELEASE_TIME	LETTER	KEYCODE
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260426	1473178305642	1473178305851	SHIFT	16
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260430	1473178305819	1473178306029	NA	74
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260432	1473178306035	1473178306187	NA	65
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260436	1473178306347	1473178306468	NA	67
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260439	1473178307108	1473178307260	NA	83
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260443	1473178307668	1473178307891	NA	83
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260474	1473178307833	1473178307996	NA	79
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260475	1473178307973	1473178308141	NA	78
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260476	1473178308339	1473178308563	NA	86
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260477	1473178308496	1473178308586	NA	73
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260478	1473178308700	1473178308796	NA	76
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260480	1473178308879	1473178308979	NA	76
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260531	1473178309061	1473178309228	NA	69
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260534	1473178309469	1473178309580	NA	222
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260535	1473178309741	1473178309965	NA	83
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260536	1473178309954	1473178310044	NA	32
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260538	1473178310329	1473178310491	NA	83
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260570	1473178310524	1473178310619	NA	69
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260572	1473178310784	1473178310939	NA	67
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260574	1473178311075	1473178311250	NA	79
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260577	1473178311243	1473178311386	NA	78
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260582	1473178311467	1473178311651	NA	68
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260638	1473178311643	1473178311939	NA	65
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260641	1473178312732	1473178313001	NA	82
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260643	1473178313007	1473178313076	NA	89
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260645	1473178313165	1473178313299	NA	32
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260649	1473178313325	1473178313412	NA	73
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260653	1473178313444	1473178313675	NA	83
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260666	1473178313548	1473178313708	NA	32
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260669	1473178313747	1473178313939	NA	84
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260672	1473178313859	1473178313947	NA	72
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260673	1473178313988	1473178314203	NA	69
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260674	1473178314141	1473178314292	NA	78
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260675	1473178314299	1473178314476	NA	32
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260701	1473178314620	1473178314731	NA	66
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260703	1473178314819	1473178314924	NA	69
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260705	1473178315092	1473178315252	NA	67
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260707	1473178315299	1473178315482	NA	65
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260709	1473178315491	1473178315605	NA	85
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260722	1473178315639	1473178315825	NA	83
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260724	1473178315788	1473178315987	NA	69
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260726	1473178315971	1473178316139	NA	32
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260728	1473178316260	1473178316363	NA	79
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260778	1473178316291	1473178316372	NA	70
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260781	1473178316563	1473178316692	NA	70
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260786	1473178317325	1473178317387		8
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260791	1473178317637	1473178317828	NA	32
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260796	1473178318173	1473178318267	NA	73
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260801	1473178318333	1473178318459	NA	78
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260848	1473178318676	1473178318779	NA	74
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260851	1473178319101	1473178319324	NA	82
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260853	1473178319316	1473178319493	NA	69
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260855	1473178320020	1473178320138	NA	73
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260857	1473178320195	1473178320375	NA	69
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260867	1473178320420	1473178320643	NA	83
90817	993304	Jacksonville's secondary is thin because of injuries.	Jacssonville's secondary is then because of injreies.	47260869	1473178320677	1473178320827	NA	190
90817	993319	He remains a good Fantasy backup when healthy.	He remains a good Rantasy bacup whrn healthy.	47260953	1473178322891	1473178323132	SHIFT	16
90817	993319	He remains a good Fantasy backup when healthy.	He remains a good Rantasy bacup whrn healthy.	47260957	1473178322996	1473178323187	NA	72
90817	993319	He remains a good Fantasy backup when healthy.	He remains a good Rantasy bacup whrn healthy.	47260959	1473178323180	1473178323379	NA	69
90817	993319	He remains a good Fantasy backup when healthy.	He remains a good Rantasy bacup whrn healthy.	47260961	1473178323347	1473178323491	NA	32
90817	993319	He remains a good Fantasy backup when healthy.	He remains a good Rantasy bacup whrn healthy.	47260963	1473178323797	1473178323956	NA	82
90817	993319	He remains a good Fantasy backup when healthy.	He remains a good Rantasy bacup whrn healthy.	47260998	1473178323916	1473178324092	NA	69
90817	993319	He remains a good Fantasy backup when healthy.	He remains a good Rantasy bacup whrn healthy.	47261001	1473178324243	1473178324411	NA	77
90817	993319	He remains a good Fantasy backup when healthy.	He remains a good Rantasy bacup whrn healthy.	47261005	1473178324363	1473178324603	NA	65
90817	993319	He remains a good Fantasy backup when healthy.	He remains a good Rantasy bacup whrn healthy.	47261008	1473178324540	1473178324668	NA	73
90817	993319	He remains a good Fantasy backup when healthy.	He remains a good Rantasy bacup whrn healthy.	47261011	1473178324756	1473178324900	NA	78
90817	993319	He remains a good Fantasy backup when healthy.	He remains a good Rantasy bacup whrn healthy.	47261013	1473178324964	1473178325163	NA	83
90817	993319	He remains a good Fantasy backup when healthy.	He remains a good Rantasy bacup whrn healthy.	47261047	1473178325115	1473178325258	NA	32
90817	993319	He remains a good Fantasy backup when healthy.	He remains a good Rantasy bacup whrn healthy.	47261048	1473178325339	1473178325580	NA	65
90817	993319	He remains a good Fantasy backup when healthy.	He remains a good Rantasy bacup whrn healthy.	47261049	1473178325480	1473178325651	NA	32
90817	993319	He remains a good Fantasy backup when healthy.	He remains a good Rantasy bacup whrn healthy.	47261050	1473178325707	1473178325880	NA	71
90817	993319	He remains a good Fantasy backup when healthy.	He remains a good Rantasy bacup whrn healthy.	47261054	1473178325863	1473178325963	NA	79
90817	993319	He remains a good Fantasy backup when healthy.	He remains a good Rantasy bacup whrn healthy.	47261058	1473178326051	1473178326163	NA	79
90817	993319	He remains a good Fantasy backup when healthy.	He remains a good Rantasy bacup whrn healthy.	47261142	1473178326231	1473178326435	NA	68
90817	993319	He remains a good Fantasy backup when healthy.	He remains a good Rantasy bacup whrn healthy.	47261143	1473178326432	1473178326564	NA	32
90817	993319	He remains a good Fantasy backup when healthy.	He remains a good Rantasy bacup whrn healthy.	47261145	1473178326900	1473178327151	SHIFT	16
90817	993319	He remains a good Fantasy backup when healthy.	He remains a good Rantasy bacup whrn healthy.	47261147	1473178327070	1473178327251	NA	82
