PARTICIPANT_ID	TEST_SECTION_ID	SENTENCE	USER_INPUT	KEYSTROKE_ID	PRESS_TIME	RELEASE_TIME	LETTER	KEYCODE
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506514	1475461879218	1475461879358	SHIFT	16
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506516	1475461879303	1475461879382	NA	67
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506519	1475461879454	1475461879534	NA	72
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506523	1475461879558	1475461879653	NA	73
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506525	1475461879693	1475461879757	NA	78
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506527	1475461879806	1475461879899	NA	69
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506554	1475461879926	1475461880040	NA	83
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506559	1475461880046	1475461880181	NA	69
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506561	1475461880183	1475461880222	NA	32
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506563	1475461880279	1475461880461	SHIFT	16
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506566	1475461880382	1475461880461	NA	80
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506568	1475461880526	1475461880621	NA	82
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506637	1475461880602	1475461880686	NA	69
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506642	1475461880742	1475461880829	NA	83
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506648	1475461881026	1475461881102	NA	68
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506655	1475461881671	1475461881775		8
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506661	1475461881936	1475461882014	NA	73
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506666	1475461882133	1475461882214	NA	68
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506730	1475461882294	1475461882390	NA	69
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506732	1475461882451	1475461882526	NA	78
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506733	1475461882818	1475461882886	NA	84
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506734	1475461883101	1475461883205	NA	32
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506735	1475461883494	1475461883592	NA	68
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506792	1475461883574	1475461883629	NA	69
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506797	1475461883686	1475461883766	NA	70
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506803	1475461883806	1475461883894	NA	69
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506808	1475461884206	1475461884285	NA	78
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506812	1475461884542	1475461884622		8
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506815	1475461884806	1475461884910	NA	68
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506824	1475461885174	1475461885254		8
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506827	1475461885350	1475461885429	NA	78
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506829	1475461885445	1475461885526	NA	68
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506834	1475461885510	1475461885646	NA	69
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506859	1475461885605	1475461885726	NA	68
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506863	1475461885822	1475461885926	NA	32
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506866	1475461885902	1475461885958	NA	84
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506869	1475461886015	1475461886094	NA	72
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506870	1475461886078	1475461886174	NA	69
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506871	1475461886238	1475461886318	NA	32
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506889	1475461886430	1475461886510	NA	77
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506894	1475461886565	1475461886645	NA	73
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506899	1475461886742	1475461886805	NA	76
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506903	1475461886870	1475461886934	NA	73
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506905	1475461886997	1475461887061	NA	65
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506926	1475461887239	1475461887334		8
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506927	1475461887296	1475461887399	NA	84
250893	2685195	Chinese President defended the military crackdown on protesters.	Chinese President defended the military crackdown on protestors.	127506928	1475461887460	1475461887533	NA	65
