PARTICIPANT_ID	TEST_SECTION_ID	SENTENCE	USER_INPUT	KEYSTROKE_ID	PRESS_TIME	RELEASE_TIME	LETTER	KEYCODE
57667	630610	Theresa, I changed the CIG fuel rate to.	Theresa, I changed the CIG fuel rate to.	29993388	1472673649150	1472673649456	SHIFT	16
57667	630610	Theresa, I changed the CIG fuel rate to.	Theresa, I changed the CIG fuel rate to.	29993391	1472673649342	1472673649487	NA	84
57667	630610	Theresa, I changed the CIG fuel rate to.	Theresa, I changed the CIG fuel rate to.	29993397	1472673649679	1472673649763	NA	72
57667	630610	Theresa, I changed the CIG fuel rate to.	Theresa, I changed the CIG fuel rate to.	29993404	1472673650003	1472673650059	NA	69
57667	630610	Theresa, I changed the CIG fuel rate to.	Theresa, I changed the CIG fuel rate to.	29993411	1472673650063	1472673650139	NA	69
57667	630610	Theresa, I changed the CIG fuel rate to.	Theresa, I changed the CIG fuel rate to.	29993418	1472673650534	1472673650628		8
57667	630610	Theresa, I changed the CIG fuel rate to.	Theresa, I changed the CIG fuel rate to.	29993482	1472673650641	1472673650763	NA	82
57667	630610	Theresa, I changed the CIG fuel rate to.	Theresa, I changed the CIG fuel rate to.	29993484	1472673650833	1472673650958	NA	69
57667	630610	Theresa, I changed the CIG fuel rate to.	Theresa, I changed the CIG fuel rate to.	29993489	1472673651079	1472673651221	NA	65
57667	630610	Theresa, I changed the CIG fuel rate to.	Theresa, I changed the CIG fuel rate to.	29993492	1472673651505	1472673651532		8
57667	630610	Theresa, I changed the CIG fuel rate to.	Theresa, I changed the CIG fuel rate to.	29993498	1472673651602	1472673651721	NA	83
57667	630610	Theresa, I changed the CIG fuel rate to.	Theresa, I changed the CIG fuel rate to.	29993569	1472673651856	1472673651979	NA	65
57667	630610	Theresa, I changed the CIG fuel rate to.	Theresa, I changed the CIG fuel rate to.	29993574	1472673652087	1472673652191	NA	188
57667	630610	Theresa, I changed the CIG fuel rate to.	Theresa, I changed the CIG fuel rate to.	29993581	1472673652266	1472673652395	NA	32
57667	630610	Theresa, I changed the CIG fuel rate to.	Theresa, I changed the CIG fuel rate to.	29993587	1472673652433	1472673652708	SHIFT	16
57667	630610	Theresa, I changed the CIG fuel rate to.	Theresa, I changed the CIG fuel rate to.	29993594	1472673652603	1472673652733	NA	73
57667	630610	Theresa, I changed the CIG fuel rate to.	Theresa, I changed the CIG fuel rate to.	29993614	1472673652710	1472673652796	NA	32
57667	630610	Theresa, I changed the CIG fuel rate to.	Theresa, I changed the CIG fuel rate to.	29993617	1472673652873	1472673652991	NA	67
57667	630610	Theresa, I changed the CIG fuel rate to.	Theresa, I changed the CIG fuel rate to.	29993622	1472673652967	1472673653068	NA	72
57667	630610	Theresa, I changed the CIG fuel rate to.	Theresa, I changed the CIG fuel rate to.	29993627	1472673653043	1472673653144	NA	65
57667	630610	Theresa, I changed the CIG fuel rate to.	Theresa, I changed the CIG fuel rate to.	29993632	1472673653158	1472673653255	NA	78
57667	630610	Theresa, I changed the CIG fuel rate to.	Theresa, I changed the CIG fuel rate to.	29993648	1472673653240	1472673653358	NA	71
57667	630610	Theresa, I changed the CIG fuel rate to.	Theresa, I changed the CIG fuel rate to.	29993650	1472673653339	1472673653444	NA	69
57667	630610	Theresa, I changed the CIG fuel rate to.	Theresa, I changed the CIG fuel rate to.	29993653	1472673653551	1472673653654	NA	68
57667	630610	Theresa, I changed the CIG fuel rate to.	Theresa, I changed the CIG fuel rate to.	29993659	1472673653613	1472673653744	NA	32
57667	630610	Theresa, I changed the CIG fuel rate to.	Theresa, I changed the CIG fuel rate to.	29993663	1472673653699	1472673653828	NA	84
57667	630610	Theresa, I changed the CIG fuel rate to.	Theresa, I changed the CIG fuel rate to.	29993721	1472673653792	1472673653902	NA	72
57667	630610	Theresa, I changed the CIG fuel rate to.	Theresa, I changed the CIG fuel rate to.	29993723	1472673653835	1472673653986	NA	69
57667	630610	Theresa, I changed the CIG fuel rate to.	Theresa, I changed the CIG fuel rate to.	29993725	1472673653927	1472673654040	NA	32
57667	630610	Theresa, I changed the CIG fuel rate to.	Theresa, I changed the CIG fuel rate to.	29993740	1472673654134	1472673654661	SHIFT	16
57667	630610	Theresa, I changed the CIG fuel rate to.	Theresa, I changed the CIG fuel rate to.	29993731	1472673654240	1472673654383	NA	67
57667	630610	Theresa, I changed the CIG fuel rate to.	Theresa, I changed the CIG fuel rate to.	29993736	1472673654380	1472673654471	NA	73
57667	630610	Theresa, I changed the CIG fuel rate to.	Theresa, I changed the CIG fuel rate to.	29993796	1472673654555	1472673654706	NA	71
57667	630610	Theresa, I changed the CIG fuel rate to.	Theresa, I changed the CIG fuel rate to.	29993802	1472673654740	1472673654873	NA	32
57667	630610	Theresa, I changed the CIG fuel rate to.	Theresa, I changed the CIG fuel rate to.	29993805	1472673654946	1472673655041	NA	70
57667	630610	Theresa, I changed the CIG fuel rate to.	Theresa, I changed the CIG fuel rate to.	29993812	1472673655097	1472673655228	NA	85
57667	630610	Theresa, I changed the CIG fuel rate to.	Theresa, I changed the CIG fuel rate to.	29993826	1472673655308	1472673655413	NA	69
57667	630610	Theresa, I changed the CIG fuel rate to.	Theresa, I changed the CIG fuel rate to.	29993833	1472673655482	1472673655772	NA	76
57667	630610	Theresa, I changed the CIG fuel rate to.	Theresa, I changed the CIG fuel rate to.	29993871	1472673655779	1472673655802	NA	32
